YEAR,LocationAbbr,TopicDesc,MeasureDesc,Response,Resposta,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education,GeoLocation,StratificationID1,StratificationID4,SubMeasureID,DisplayOrder
2005,WV,Cigarette Use (Youth),Smoking Status,Current,26.6,1.7,23.3,29.9,566,Male,High School,"(38.665510202, -80.712640135)",2GEN,2EDU,YTS07,7
2005,RI,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.1,0.4,0.9,2495,Overall,Middle School,"(41.708280193, -71.522470314)",1GEN,1EDU,YTS12,12
2015,NJ,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Male,Middle School,"(40.130570048, -74.273691288)",2GEN,1EDU,YTS05,5
2008,AL,Smokeless Tobacco Use (Youth),User Status,Frequent,4.7,1.1,2.5,6.9,1364,Overall,High School,"(32.840571122, -86.631860762)",1GEN,2EDU,YTS12,12
2013,IL,Cigarette Use (Youth),Smoking Status,Frequent,0.3,0.2,0.0,0.6,923,Female,Middle School,"(40.485010283, -88.997710178)",3GEN,1EDU,YTS09,9
2004,IN,Smokeless Tobacco Use (Youth),User Status,Current,1.1,0.4,0.3,2.0,957,Female,Middle School,"(39.766910452, -86.149960194)",3GEN,1EDU,YTS10,10
2000,OH,Smokeless Tobacco Use (Youth),User Status,Frequent,3.2,0.8,1.6,4.9,1271,Overall,High School,"(40.060210141, -82.404260056)",1GEN,2EDU,YTS12,12
2013,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(40.485010283, -88.997710178)",3GEN,1EDU,YTS03,3
2006,AL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,51.4,4.1,43.3,59.5,109,Male,Middle School,"(32.840571122, -86.631860762)",2GEN,1EDU,YTS05,5
2002,PA,Cigarette Use (Youth),Smoking Status,Ever,54.5,1.5,51.5,57.4,5007,Male,High School,"(40.793730152, -77.860700294)",2GEN,2EDU,YTS08,8
2005,IL,Smokeless Tobacco Use (Youth),User Status,Current,4.6,0.9,2.9,6.3,693,Male,Middle School,"(40.485010283, -88.997710178)",2GEN,1EDU,YTS10,10
2011,HI,Cigarette Use (Youth),Smoking Status,Current,3.6,0.7,2.2,5.0,1611,Overall,Middle School,"(21.304850435, -157.857749403)",1GEN,1EDU,YTS07,7
2002,WI,Cigarette Use (Youth),Smoking Status,Ever,60.4,1.9,56.7,64.1,1311,Overall,High School,"(44.393191174, -89.816370742)",1GEN,2EDU,YTS08,8
2007,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,55.7,4.3,47.3,64.1,117,Overall,Middle School,"(47.475319779, -100.118421049)",1GEN,1EDU,YTS04,4
1999,KS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,53.6,5.4,43.1,64.1,72,Female,Middle School,"(38.3477403, -98.200781227)",3GEN,1EDU,YTS06,6
2004,WI,Smokeless Tobacco Use (Youth),User Status,Current,2.9,0.6,1.8,4.1,874,Male,Middle School,"(44.393191174, -89.816370742)",2GEN,1EDU,YTS10,10
2000,CA,Cigarette Use (Youth),Smoking Status,Current,20.4,2.6,15.4,25.4,1424,Female,High School,"(37.638640123, -120.999999538)",3GEN,2EDU,YTS07,7
1999,NE,Cigarette Use (Youth),Smoking Status,Ever,34.5,2.6,29.4,39.6,1660,Male,Middle School,"(41.641040988001, -99.365720623)",2GEN,1EDU,YTS08,8
2011,WV,Cigarette Use (Youth),Smoking Status,Current,20.7,2.0,16.7,24.7,840,Female,High School,"(38.665510202, -80.712640135)",3GEN,2EDU,YTS07,7
2015,NE,Cigarette Use (Youth),Smoking Status,Ever,27.4,2.9,21.7,33.1,1167,Female,High School,"(41.641040988001, -99.365720623)",3GEN,2EDU,YTS08,8
2012,MS,Smokeless Tobacco Use (Youth),User Status,Frequent,1.0,0.4,0.3,1.7,867,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS12,12
2014,OH,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Overall,Middle School,"(40.060210141, -82.404260056)",1GEN,1EDU,YTS04,4
2007,MI,Cigarette Use (Youth),Smoking Status,Current,19.7,1.1,17.5,21.9,2595,Overall,High School,"(44.661319543001, -84.71439027)",1GEN,2EDU,YTS07,7
2007,UT,Cigarette Use (Youth),Smoking Status,Current,2.3,0.5,1.4,3.2,1412,Overall,Middle School,"(39.360700171, -111.587130635)",1GEN,1EDU,YTS07,7
2016,SD,Cigarette Use (Youth),Smoking Status,Ever,11.7,2.3,7.2,16.1,1062,Male,Middle School,"(44.353130053, -100.373530637)",2GEN,1EDU,YTS08,8
2002,TN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,59.8,1.6,56.8,62.9,994,Female,High School,"(35.68094058, -85.774490914)",3GEN,2EDU,YTS06,6
2002,CT,Smokeless Tobacco Use (Youth),User Status,Frequent,0.5,0.2,0.1,0.9,2543,Overall,Middle School,"(41.56266102, -72.649840952)",1GEN,1EDU,YTS12,12
2008,DE,Cigarette Use (Youth),Smoking Status,Ever,26.3,1.8,22.8,29.8,1021,Male,Middle School,"(39.008830667, -75.577741168)",2GEN,1EDU,YTS08,8
2014,NE,Cigarette Use (Youth),Smoking Status,Frequent,4.0,0.8,2.3,5.7,1130,Male,High School,"(41.641040988001, -99.365720623)",2GEN,2EDU,YTS09,9
2013,SC,Smokeless Tobacco Use (Youth),User Status,Ever,32.2,2.7,27.0,37.4,764,Male,High School,"(33.998821303, -81.045371207)",2GEN,2EDU,YTS11,11
2001,NH,Smokeless Tobacco Use (Youth),User Status,Frequent,0.3,0.2,0.0,0.7,737,Female,Middle School,"(43.655950113, -71.50036092)",3GEN,1EDU,YTS12,12
2005,SC,Cigarette Use (Youth),Smoking Status,Current,10.7,2.0,6.7,14.7,584,Female,Middle School,"(33.998821303, -81.045371207)",3GEN,1EDU,YTS07,7
2002,WI,Cigarette Use (Youth),Smoking Status,Frequent,14.4,1.7,11.0,17.8,1326,Overall,High School,"(44.393191174, -89.816370742)",1GEN,2EDU,YTS09,9
2006,SC,Cigarette Use (Youth),Smoking Status,Current,9.4,1.6,6.2,12.6,655,Male,Middle School,"(33.998821303, -81.045371207)",2GEN,1EDU,YTS07,7
2009,NC,Smokeless Tobacco Use (Youth),User Status,Frequent,0.0,0.1,0.0,0.1,1915,Female,Middle School,"(35.466220975, -79.159250463)",3GEN,1EDU,YTS12,12
2000,OH,Smokeless Tobacco Use (Youth),User Status,Ever,19.9,2.8,14.3,25.5,819,Male,Middle School,"(40.060210141, -82.404260056)",2GEN,1EDU,YTS11,11
2002,DE,Smokeless Tobacco Use (Youth),User Status,Current,8.7,0.9,6.9,10.6,1222,Male,High School,"(39.008830667, -75.577741168)",2GEN,2EDU,YTS10,10
2011,WV,Smokeless Tobacco Use (Youth),User Status,Current,24.8,2.7,19.6,30.0,795,Male,High School,"(38.665510202, -80.712640135)",2GEN,2EDU,YTS10,10
2011,HI,Smokeless Tobacco Use (Youth),User Status,Frequent,0.6,0.3,0.0,1.2,832,Female,Middle School,"(21.304850435, -157.857749403)",3GEN,1EDU,YTS12,12
2002,DE,Smokeless Tobacco Use (Youth),User Status,Ever,6.0,0.6,4.9,7.0,2726,Overall,Middle School,"(39.008830667, -75.577741168)",1GEN,1EDU,YTS11,11
2000,WY,Smokeless Tobacco Use (Youth),User Status,Ever,24.7,1.5,21.8,27.6,1803,Overall,Middle School,"(43.235541343, -108.109830353)",1GEN,1EDU,YTS11,11
2003,CA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,47.7,5.3,37.3,58.1,188,Male,Middle School,"(37.638640123, -120.999999538)",2GEN,1EDU,YTS05,5
2005,SC,Cigarette Use (Youth),Smoking Status,Current,11.2,1.8,7.6,14.7,1183,Overall,Middle School,"(33.998821303, -81.045371207)",1GEN,1EDU,YTS07,7
2011,MI,Smokeless Tobacco Use (Youth),User Status,Current,3.1,0.5,2.1,4.1,2055,Female,High School,"(44.661319543001, -84.71439027)",3GEN,2EDU,YTS10,10
2014,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,63.0,5.3,52.7,73.3,66,Female,High School,"(32.745510099, -89.538030825)",3GEN,2EDU,YTS06,6
2003,AZ,Smokeless Tobacco Use (Youth),User Status,Frequent,0.4,0.2,0.0,0.8,813,Female,High School,"(34.86597028, -111.763811277)",3GEN,2EDU,YTS12,12
2010,WI,Cigarette Use (Youth),Smoking Status,Current,3.9,0.7,2.5,5.3,1864,Overall,Middle School,"(44.393191174, -89.816370742)",1GEN,1EDU,YTS07,7
2015,NJ,Smokeless Tobacco Use (Youth),User Status,Frequent,0.2,0.1,0.0,0.5,1913,Female,High School,"(40.130570048, -74.273691288)",3GEN,2EDU,YTS12,12
2011,HI,Cigarette Use (Youth),Smoking Status,Ever,16.4,1.9,12.7,20.1,765,Male,Middle School,"(21.304850435, -157.857749403)",2GEN,1EDU,YTS08,8
2000,KY,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,61.5,6.5,48.7,74.2,120,Female,Middle School,"(37.645970271, -84.774971048)",3GEN,1EDU,YTS06,6
2010,AR,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,51.8,4.9,42.2,61.4,167,Female,High School,"(34.748650124, -92.274490743)",3GEN,2EDU,YTS03,3
2004,NH,Cigarette Use (Youth),Smoking Status,Frequent,8.2,1.4,5.6,10.9,715,Female,High School,"(43.655950113, -71.50036092)",3GEN,2EDU,YTS09,9
2015,HI,Smokeless Tobacco Use (Youth),User Status,Current,2.3,0.5,1.3,3.4,1111,Male,Middle School,"(21.304850435, -157.857749403)",2GEN,1EDU,YTS10,10
2000,KY,Cigarette Use (Youth),Smoking Status,Current,21.1,1.7,17.7,24.5,629,Female,Middle School,"(37.645970271, -84.774971048)",3GEN,1EDU,YTS07,7
2008,MN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(46.355648736, -94.794200503)",2GEN,1EDU,YTS02,2
2003,MI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,47.3,4.4,38.6,55.9,118,Male,Middle School,"(44.661319543001, -84.71439027)",2GEN,1EDU,YTS05,5
2013,WV,Smokeless Tobacco Use (Youth),User Status,Ever,7.4,1.2,5.0,9.8,1103,Female,Middle School,"(38.665510202, -80.712640135)",3GEN,1EDU,YTS11,11
2011,SC,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.2,0.3,1.1,1560,Overall,Middle School,"(33.998821303, -81.045371207)",1GEN,1EDU,YTS12,12
2007,OK,Cigarette Use (Youth),Smoking Status,Current,23.7,1.2,21.4,26.0,1524,Male,High School,"(35.472031356, -97.521070214)",2GEN,2EDU,YTS07,7
1999,KS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,45.4,4.3,36.9,53.9,84,Male,Middle School,"(38.3477403, -98.200781227)",2GEN,1EDU,YTS05,5
2002,MN,Smokeless Tobacco Use (Youth),User Status,Ever,7.8,0.8,6.3,9.3,2335,Female,Middle School,"(46.355648736, -94.794200503)",3GEN,1EDU,YTS11,11
2003,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(44.393191174, -89.816370742)",3GEN,1EDU,YTS03,3
2000,KY,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,60.9,6.4,48.3,73.5,105,Female,Middle School,"(37.645970271, -84.774971048)",3GEN,1EDU,YTS03,3
2007,AZ,Smokeless Tobacco Use (Youth),User Status,Ever,20.6,2.5,15.7,25.5,800,Male,High School,"(34.86597028, -111.763811277)",2GEN,2EDU,YTS11,11
2007,AZ,Cigarette Use (Youth),Smoking Status,Ever,24.2,2.2,19.8,28.6,2150,Overall,Middle School,"(34.86597028, -111.763811277)",1GEN,1EDU,YTS08,8
2002,PA,Cigarette Use (Youth),Smoking Status,Frequent,2.2,0.3,1.6,2.8,4791,Female,Middle School,"(40.793730152, -77.860700294)",3GEN,1EDU,YTS09,9
2008,NJ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(40.130570048, -74.273691288)",2GEN,1EDU,YTS02,2
2002,TN,Cigarette Use (Youth),Smoking Status,Ever,36.3,1.9,32.6,40.0,8347,Overall,Middle School,"(35.68094058, -85.774490914)",1GEN,1EDU,YTS08,8
2002,OH,Cigarette Use (Youth),Smoking Status,Current,10.9,1.8,7.3,14.4,737,Female,Middle School,"(40.060210141, -82.404260056)",3GEN,1EDU,YTS07,7
2016,MS,Smokeless Tobacco Use (Youth),User Status,Current,7.7,1.1,5.4,9.9,1592,Overall,High School,"(32.745510099, -89.538030825)",1GEN,2EDU,YTS10,10
2012,DE,Smokeless Tobacco Use (Youth),User Status,Current,2.8,0.6,1.7,3.9,1218,Male,Middle School,"(39.008830667, -75.577741168)",2GEN,1EDU,YTS10,10
2006,MS,Smokeless Tobacco Use (Youth),User Status,Current,4.1,0.8,2.6,5.6,804,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS10,10
2005,UT,Smokeless Tobacco Use (Youth),User Status,Current,0.7,0.4,0.0,1.5,741,Female,Middle School,"(39.360700171, -111.587130635)",3GEN,1EDU,YTS10,10
2009,MO,Cigarette Use (Youth),Smoking Status,Frequent,10.0,2.1,5.9,14.1,748,Male,High School,"(38.635790776, -92.566300053)",2GEN,2EDU,YTS09,9
2011,MO,Smokeless Tobacco Use (Youth),User Status,Current,10.3,1.1,8.1,12.5,1524,Overall,High School,"(38.635790776, -92.566300053)",1GEN,2EDU,YTS10,10
2015,GA,Cigarette Use (Youth),Smoking Status,Frequent,3.9,0.9,2.2,5.6,667,Male,High School,"(32.839681093, -83.627580346)",2GEN,2EDU,YTS09,9
2016,MS,Cigarette Use (Youth),Smoking Status,Ever,13.6,1.8,10.2,17.1,853,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS08,8
2003,MO,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,58.5,4.7,49.3,67.6,136,Female,High School,"(38.635790776, -92.566300053)",3GEN,2EDU,YTS03,3
2000,CO,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.2,0.2,1.1,718,Male,Middle School,"(38.843840757, -106.133610921)",2GEN,1EDU,YTS12,12
2004,AL,Smokeless Tobacco Use (Youth),User Status,Frequent,1.4,0.4,0.6,2.1,1402,Overall,Middle School,"(32.840571122, -86.631860762)",1GEN,1EDU,YTS12,12
2001,ME,Smokeless Tobacco Use (Youth),User Status,Current,1.3,0.3,0.7,1.9,6157,Female,Middle School,"(45.254228894001, -68.985031336)",3GEN,1EDU,YTS10,10
2003,MO,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,58.7,2.2,54.3,63.1,302,Overall,High School,"(38.635790776, -92.566300053)",1GEN,2EDU,YTS04,4
2015,PA,Smokeless Tobacco Use (Youth),User Status,Ever,3.0,0.6,1.9,4.1,2606,Overall,Middle School,"(40.793730152, -77.860700294)",1GEN,1EDU,YTS11,11
2003,ND,Cigarette Use (Youth),Smoking Status,Current,25.9,2.1,21.8,30.0,756,Male,High School,"(47.475319779, -100.118421049)",2GEN,2EDU,YTS07,7
2001,MI,Smokeless Tobacco Use (Youth),User Status,Frequent,0.8,0.3,0.1,1.4,901,Male,Middle School,"(44.661319543001, -84.71439027)",2GEN,1EDU,YTS12,12
2013,SC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,40.3,2.3,35.7,44.9,183,Overall,High School,"(33.998821303, -81.045371207)",1GEN,2EDU,YTS01,1
2008,WI,Cigarette Use (Youth),Smoking Status,Frequent,1.4,0.4,0.6,2.2,1536,Overall,Middle School,"(44.393191174, -89.816370742)",1GEN,1EDU,YTS09,9
2002,MA,Smokeless Tobacco Use (Youth),User Status,Current,1.2,0.3,0.6,1.8,1921,Overall,Middle School,"(42.27687047, -72.082690675)",1GEN,1EDU,YTS10,10
2000,CA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,67.8,6.5,55.0,80.6,75,Female,Middle School,"(37.638640123, -120.999999538)",3GEN,1EDU,YTS03,3
2009,CT,Cigarette Use (Youth),Smoking Status,Ever,11.1,1.7,7.7,14.5,1184,Female,Middle School,"(41.56266102, -72.649840952)",3GEN,1EDU,YTS08,8
2011,WV,Smokeless Tobacco Use (Youth),User Status,Current,14.7,1.5,11.8,17.6,1675,Overall,High School,"(38.665510202, -80.712640135)",1GEN,2EDU,YTS10,10
2012,NJ,Smokeless Tobacco Use (Youth),User Status,Ever,10.0,0.9,8.3,11.7,1832,Overall,High School,"(40.130570048, -74.273691288)",1GEN,2EDU,YTS11,11
2013,SC,Smokeless Tobacco Use (Youth),User Status,Ever,15.4,2.2,11.1,19.7,841,Male,Middle School,"(33.998821303, -81.045371207)",2GEN,1EDU,YTS11,11
2009,HI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Overall,Middle School,"(21.304850435, -157.857749403)",1GEN,1EDU,YTS01,1
2000,TX,Cigarette Use (Youth),Smoking Status,Ever,44.1,3.0,38.2,50.1,2030,Overall,Middle School,"(31.827240407, -99.426770206)",1GEN,1EDU,YTS08,8
2010,PA,Smokeless Tobacco Use (Youth),User Status,Current,2.4,0.3,1.8,3.0,2497,Overall,Middle School,"(40.793730152, -77.860700294)",1GEN,1EDU,YTS10,10
2002,MS,Cigarette Use (Youth),Smoking Status,Ever,66.5,2.0,62.6,70.4,1060,Male,High School,"(32.745510099, -89.538030825)",2GEN,2EDU,YTS08,8
2000,WV,Smokeless Tobacco Use (Youth),User Status,Frequent,0.5,0.3,0.0,1.0,820,Female,High School,"(38.665510202, -80.712640135)",3GEN,2EDU,YTS12,12
2007,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,60.1,4.3,51.6,68.6,139,Female,High School,"(38.665510202, -80.712640135)",3GEN,2EDU,YTS06,6
1999,OK,Smokeless Tobacco Use (Youth),User Status,Current,6.7,0.8,5.1,8.3,2100,Overall,Middle School,"(35.472031356, -97.521070214)",1GEN,1EDU,YTS10,10
2000,IN,Smokeless Tobacco Use (Youth),User Status,Ever,7.6,1.3,5.1,10.1,712,Female,High School,"(39.766910452, -86.149960194)",3GEN,2EDU,YTS11,11
2000,CT,Cigarette Use (Youth),Smoking Status,Frequent,2.5,0.6,1.3,3.7,2012,Overall,Middle School,"(41.56266102, -72.649840952)",1GEN,1EDU,YTS09,9
2006,AL,Cigarette Use (Youth),Smoking Status,Frequent,4.0,0.9,2.2,5.8,1713,Overall,Middle School,"(32.840571122, -86.631860762)",1GEN,1EDU,YTS09,9
2008,MS,Cigarette Use (Youth),Smoking Status,Frequent,0.6,0.3,0.1,1.1,915,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS09,9
2016,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,High School,"(44.393191174, -89.816370742)",2GEN,2EDU,YTS02,2
2007,AR,Smokeless Tobacco Use (Youth),User Status,Frequent,1.4,0.3,0.8,2.0,1885,Overall,Middle School,"(34.748650124, -92.274490743)",1GEN,1EDU,YTS12,12
2012,WI,Smokeless Tobacco Use (Youth),User Status,Frequent,3.0,0.6,1.9,4.1,764,Male,High School,"(44.393191174, -89.816370742)",2GEN,2EDU,YTS12,12
2001,MI,Cigarette Use (Youth),Smoking Status,Current,27.6,1.3,25.0,30.2,3234,Overall,High School,"(44.661319543001, -84.71439027)",1GEN,2EDU,YTS07,7
2005,OK,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,43.2,4.9,33.5,52.9,140,Male,High School,"(35.472031356, -97.521070214)",2GEN,2EDU,YTS05,5
2007,OK,Cigarette Use (Youth),Smoking Status,Current,7.7,0.7,6.3,9.1,1686,Male,Middle School,"(35.472031356, -97.521070214)",2GEN,1EDU,YTS07,7
2001,FL,Cigarette Use (Youth),Smoking Status,Ever,53.7,1.8,50.2,57.2,2231,Female,High School,"(28.932040377, -81.928960539)",3GEN,2EDU,YTS08,8
2011,AZ,Cigarette Use (Youth),Smoking Status,Frequent,0.5,0.2,0.1,0.9,1944,Female,Middle School,"(34.86597028, -111.763811277)",3GEN,1EDU,YTS09,9
1999,TN,Smokeless Tobacco Use (Youth),User Status,Frequent,1.1,0.3,0.5,1.7,1298,Overall,Middle School,"(35.68094058, -85.774490914)",1GEN,1EDU,YTS12,12
2013,MO,Cigarette Use (Youth),Smoking Status,Ever,14.6,1.4,11.9,17.3,1781,Overall,Middle School,"(38.635790776, -92.566300053)",1GEN,1EDU,YTS08,8
2002,DE,Cigarette Use (Youth),Smoking Status,Frequent,14.5,2.1,10.4,18.6,1214,Male,High School,"(39.008830667, -75.577741168)",2GEN,2EDU,YTS09,9
2009,IA,Cigarette Use (Youth),Smoking Status,Frequent,10.3,2.0,6.4,14.2,612,Male,High School,"(42.469400913, -93.816490556)",2GEN,2EDU,YTS09,9
2000,CO,Cigarette Use (Youth),Smoking Status,Ever,29.5,3.7,22.3,36.7,700,Female,Middle School,"(38.843840757, -106.133610921)",3GEN,1EDU,YTS08,8
2004,IN,Smokeless Tobacco Use (Youth),User Status,Frequent,0.2,0.1,0.0,0.5,1003,Male,Middle School,"(39.766910452, -86.149960194)",2GEN,1EDU,YTS12,12
2007,CT,Smokeless Tobacco Use (Youth),User Status,Current,2.3,0.6,1.2,3.4,2229,Overall,Middle School,"(41.56266102, -72.649840952)",1GEN,1EDU,YTS10,10
2001,RI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(41.708280193, -71.522470314)",2GEN,1EDU,YTS02,2
2013,NE,Smokeless Tobacco Use (Youth),User Status,Ever,5.4,1.2,3.1,7.7,1190,Female,High School,"(41.641040988001, -99.365720623)",3GEN,2EDU,YTS11,11
2005,IL,Cigarette Use (Youth),Smoking Status,Current,8.1,1.4,5.3,10.8,708,Female,Middle School,"(40.485010283, -88.997710178)",3GEN,1EDU,YTS07,7
2007,AR,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,65.4,5.3,55.0,75.8,77,Female,Middle School,"(34.748650124, -92.274490743)",3GEN,1EDU,YTS06,6
2000,NE,Cigarette Use (Youth),Smoking Status,Current,30.8,2.2,26.5,35.1,1640,Female,High School,"(41.641040988001, -99.365720623)",3GEN,2EDU,YTS07,7
2002,CT,Cigarette Use (Youth),Smoking Status,Frequent,11.7,1.3,9.0,14.3,1488,Male,High School,"(41.56266102, -72.649840952)",2GEN,2EDU,YTS09,9
2013,CT,Cigarette Use (Youth),Smoking Status,Current,1.0,0.4,0.2,1.8,1423,Female,Middle School,"(41.56266102, -72.649840952)",3GEN,1EDU,YTS07,7
2003,ID,Cigarette Use (Youth),Smoking Status,Ever,31.2,2.1,27.1,35.4,755,Female,Middle School,"(43.682630005, -114.363730042)",3GEN,1EDU,YTS08,8
2006,NE,Cigarette Use (Youth),Smoking Status,Ever,48.3,1.5,45.4,51.2,1342,Male,High School,"(41.641040988001, -99.365720623)",2GEN,2EDU,YTS08,8
2008,KY,Cigarette Use (Youth),Smoking Status,Frequent,15.3,0.9,13.6,17.0,1403,Female,High School,"(37.645970271, -84.774971048)",3GEN,2EDU,YTS09,9
2003,CA,Cigarette Use (Youth),Smoking Status,Current,3.9,0.5,3.0,4.9,10545,Overall,Middle School,"(37.638640123, -120.999999538)",1GEN,1EDU,YTS07,7
2007,AR,Smokeless Tobacco Use (Youth),User Status,Current,2.7,0.7,1.4,4.0,954,Female,Middle School,"(34.748650124, -92.274490743)",3GEN,1EDU,YTS10,10
2014,DE,Smokeless Tobacco Use (Youth),User Status,Ever,3.6,0.5,2.6,4.5,2286,Overall,Middle School,"(39.008830667, -75.577741168)",1GEN,1EDU,YTS11,11
2006,SC,Smokeless Tobacco Use (Youth),User Status,Ever,12.2,1.6,9.1,15.3,708,Female,High School,"(33.998821303, -81.045371207)",3GEN,2EDU,YTS11,11
2000,CA,Smokeless Tobacco Use (Youth),User Status,Ever,5.6,0.5,4.5,6.6,2834,Overall,Middle School,"(37.638640123, -120.999999538)",1GEN,1EDU,YTS11,11
2010,IL,Cigarette Use (Youth),Smoking Status,Frequent,8.1,2.4,3.3,12.9,648,Female,High School,"(40.485010283, -88.997710178)",3GEN,2EDU,YTS09,9
2012,OH,Smokeless Tobacco Use (Youth),User Status,Ever,14.3,2.4,9.6,19.0,898,Overall,Middle School,"(40.060210141, -82.404260056)",1GEN,1EDU,YTS11,11
2007,OK,Cigarette Use (Youth),Smoking Status,Frequent,2.4,0.5,1.5,3.3,1686,Male,Middle School,"(35.472031356, -97.521070214)",2GEN,1EDU,YTS09,9
2013,LA,Smokeless Tobacco Use (Youth),User Status,Ever,20.0,1.8,16.4,23.6,1326,Overall,High School,"(31.312660644, -92.445680071)",1GEN,2EDU,YTS11,11
2007,AR,Cigarette Use (Youth),Smoking Status,Current,20.4,1.2,18.0,22.8,1950,Overall,High School,"(34.748650124, -92.274490743)",1GEN,2EDU,YTS07,7
1999,MS,Cigarette Use (Youth),Smoking Status,Current,34.4,2.1,30.2,38.6,710,Male,High School,"(32.745510099, -89.538030825)",2GEN,2EDU,YTS07,7
2000,AR,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,56.2,3.7,49.0,63.4,203,Overall,Middle School,"(34.748650124, -92.274490743)",1GEN,1EDU,YTS04,4
2008,IN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(39.766910452, -86.149960194)",3GEN,1EDU,YTS03,3
2006,SC,Cigarette Use (Youth),Smoking Status,Ever,58.4,2.3,53.8,63.0,589,Male,High School,"(33.998821303, -81.045371207)",2GEN,2EDU,YTS08,8
2003,WI,Cigarette Use (Youth),Smoking Status,Frequent,1.1,0.3,0.5,1.8,917,Male,Middle School,"(44.393191174, -89.816370742)",2GEN,1EDU,YTS09,9
2011,OK,Cigarette Use (Youth),Smoking Status,Ever,25.9,2.0,21.9,29.9,1324,Female,Middle School,"(35.472031356, -97.521070214)",3GEN,1EDU,YTS08,8
2015,CT,Smokeless Tobacco Use (Youth),User Status,Frequent,0.0,0.0,0.0,0.0,2452,Overall,Middle School,"(41.56266102, -72.649840952)",1GEN,1EDU,YTS12,12
2000,NY,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,64.3,8.8,47.0,81.6,74,Female,Middle School,"(42.827001032, -75.543970427)",3GEN,1EDU,YTS06,6
2006,WI,Cigarette Use (Youth),Smoking Status,Current,5.8,0.7,4.4,7.2,1837,Overall,Middle School,"(44.393191174, -89.816370742)",1GEN,1EDU,YTS07,7
2003,MI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,49.0,3.5,42.2,55.8,241,Overall,Middle School,"(44.661319543001, -84.71439027)",1GEN,1EDU,YTS04,4
2006,NE,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,57.4,6.8,44.0,70.8,53,Female,Middle School,"(41.641040988001, -99.365720623)",3GEN,1EDU,YTS06,6
2004,MS,Cigarette Use (Youth),Smoking Status,Ever,59.4,1.3,56.9,61.9,2377,Overall,High School,"(32.745510099, -89.538030825)",1GEN,2EDU,YTS08,8
2000,CA,Smokeless Tobacco Use (Youth),User Status,Current,5.1,1.4,2.4,7.7,1529,Male,High School,"(37.638640123, -120.999999538)",2GEN,2EDU,YTS10,10
2002,DE,Smokeless Tobacco Use (Youth),User Status,Current,0.9,0.3,0.3,1.5,1355,Female,Middle School,"(39.008830667, -75.577741168)",3GEN,1EDU,YTS10,10
